,text,label_str,label
1969,lung trouble in the glass thread industry,business,5
671,book review special lectures of the law society of upper canada 1973 new developments in the law of torts,politics,2
4188,tomografia computarizada en la comunidad de madrid medidas dosimetricas de referencia,geography,4
666,kevin foster lost worlds latin america and the imagining of empire london pluto press 2009 pp xvii 262 19 99 pb,politics,2
5013,partial mediation of the political skill reputation relationship,politics,2
1887,roadblocks to the road map a negotiation theory perspective on the israeli palestinian conflict after yasser arafat,politics,2
3266,risk efficient fumigant mulching system alternatives for bell pepper production,economics,3
280,everything old is new again the evolution of library and information science education from lis to ifield,politics,2
1719,june deery reality tv cambridge and malden polity press 2015 192 pp,politics,2
2947,the salish language family reconstructing syntax review,psychology,1
4455,inhalation of the compatible solute ectoine reduces neutrophilic lung inflammation in environmentally exposed individuals,medicine,0
899,reverse translational research how clinical trials on fluorescence imaging for vocal cord cancer fuels fundamental research,medicine,0
5426,application of urban geographic information system,geography,4
760,the decommissioning of nuclear plant timing cost and regulation,politics,2
1906,book review exploring the southern sky a pictorial atlas from the european southern observatory,geography,4
4042,an algorithm for coronary artery shortening applied to the assessment of regional wall motion during coronary angioplasty,medicine,0
3823,health insurance coverage for low wage workers 1979 2010 and beyond,business,5
4138,ciencia y sociedad reflexiones en torno a la revista ciencias de la informacion,politics,2
3818,re risk and regulation advisory council bs 8516,business,5
4300,the difficulties encountered by support agents in special education with physically disabled students,business,5
2593,the meaning of the iq delinquency relationship,politics,2
4164,major transitions in political order,politics,2
3031,postoperatory risk classification of prostate cancer patients using support vector machines,medicine,0
3579,game theory and the politics of the global commons,economics,3
2832,the impact of regulatory governance standards on board characteristics evidence from australian credit unions,economics,3
3472,accuracy analysis in mri guided robotic prostate biopsy,medicine,0
137,inter role conflict role strain and role play in chile s relationship with brazil,politics,2
2180,the extracellular matrix signaling molecule ccn1 modulates neutrophil recruitment,medicine,0
2128,mapping regional drought vulnerability a case study,geography,4
3177,higher education and the labor market,economics,3
4854,a systems approach to u s wheat policy,economics,3
4637,debats la reforme agraire dans la russie post sovietique point de vue d un historien,politics,2
4882,diachronic analysis of equality within nations,politics,2
4261,deferring to a higher power knowing how to mesh state court high court,business,5
4344,crisis and decline of the ahom state the eighteenth century perspective,geography,4
1331,review marxism and politics,politics,2
2017,comment on how foreign participation and market concentration impact bank spreads evidence from latin america by maria soledad martinez peria and ashoka mody,economics,3
4542,deciding the entry mode in chinese markets practices managers should avoid pursuing,business,5
2482,can lithium salts prevent depressive episodes in the real world,psychology,1
1358,thai version of three factor eating questionnaire,psychology,1
1329,transdyscyplinarne seminarium badan jakościowych,politics,2
5509,on metaphorical cognitive system of chinese word qingchun,psychology,1
2150,landmark guided diffeomorphic demons algorithm and its application to automatic segmentation of the whole spine and pelvis in ct images,medicine,0
4530,three dimensional object recognition based on the combination of views,psychology,1
2122,construct validity and internal consistency reliability of the loewenstein occupational therapy cognitive assessment lotca,psychology,1
4673,in vivo imaging of blood spinal cord barrier permeability with dynamic contrast enhanced mri of spinal cord injury,medicine,0
3981,the development of skin reflexes,psychology,1
1252,fair division and politics,politics,2
3278,out of harm s way preventive resettlement of at risk informal settlers in highly disaster prone areas,business,5
3374,climatic effect of the long vacations of golden weeks in beijing tianjin hebei region,geography,4
2814,small firms business services growth and regional development in the united kingdom some empirical findings,economics,3
4719,optimal investments to establish property rights in land,economics,3
1848,chapter 3 redesigning teachers work connections to the classroom,politics,2
4858,parity theories and ghana cedi u s dollar exchange rate instability,economics,3
3037,how switzerland is governed,economics,3
388,on street parking in central london questionnaire survey of drivers,business,5
235,impact of child sex abuse on adult psychopathology a genetically and epigenetically informed investigation,psychology,1
1077,national liberations in former yugoslavia when will they end,politics,2
1984,pragmatic ad hoc foreign policy making of the early republic thomas h perkins s boston smyrna canton opium model and congressional rejection of aid for greek independence,politics,2
4363,all trans retinoic acid a regulator of duox2 expression,medicine,0
3962,o carater traumatico da sexualidade,psychology,1
770,bilateral communicating pulmonary sequestration syndrome presenting with hemoptysis,medicine,0
2165,the first decade of the australian commonwealth a chronicle of contemporary politics 1901 1910 by turnerhenry giles melbourne mason firth a m cutcheon 1911 pp 320,politics,2
4533,psychology in the treatment of children,psychology,1
673,the sanitary city urban infrastructure in america from colonial times to the present,politics,2
249,whole exome sequencing identifies a recessive heatr2 mutation in amish pcd patients,medicine,0
1574,inter visit variability of spirometry and diffusion in a worldwide multicenter clinical trial with moderate to severe copd patients,medicine,0
3419,medicare s zpic audits the auditors new stomping ground,business,5
2081,the optimal level and disposition of saving and the mix of monetary and fiscal policy in intermediate macroeconomics,economics,3
1823,dynamic model of a switched reluctance machine for use in a saber based vehicular system simulation,medicine,0
5183,ian curry sumner all s well that ends registered the substantive and private international law aspects of non marital registered relationships in europe a comparison of the laws of belgium france the netherlands switzerland and the united kingdom intersent,politics,2
4544,introduction to the corporate objective revisited exchange,business,5
716,equity of accessibility to dialysis facilities,medicine,0
5182,zwischenauswertung im semester lehrveranstaltungen gemeinsam verandern,psychology,1
5227,semi quantitative procalcitonin as a prognostic marker of diffuse lung infiltrations,medicine,0
2048,issues of good governance in south asia,politics,2
4178,a study on antecedents and consequences of empathy ability of service employee,psychology,1
4809,a study of effects of service quality and ease of use on buyer s satisfaction and purchase intention in mobile shopping environment,business,5
2724,toward an anthropology of the imaginary specters of disability in vietnam,politics,2
5061,eusko ikaskuntza sociedad de estudios vascos ochenta anos haciendo ciencia,politics,2
1460,targeting neutrophilic inflammation via extracellular alkalinization,medicine,0
1668,timbered architecture in poland,politics,2
2756,de lumumba commissie geschiedschrijving en collectieve herinnering,politics,2
2000,conducting a business college image study through a marketing research class project,business,5
4571,traffic and industry a study of traffic generation and spatial interaction,geography,4
4613,the farmer and the tariff a reappraisal,politics,2
404,clinical characteristics of combined pulmonary fibrosis and emphysema,medicine,0
384,proposal of fitness program of korean traditional dance and plan for popularization,psychology,1
5030,on the relationship between iranian efl teachers self efficacy beliefs and their teaching styles,psychology,1
2152,the land income increase of farmers and their farmland circulation alternatives,economics,3
1633,pictorial presentation and review strategies in science learning,psychology,1
5131,palestine my love the ethico politics of love and mourning in jewish israeli solidarity activism,politics,2
4784,la regulacion de la inmigracion ilegal en estados unidos que podemos aprender de ella,politics,2
3925,mental acts their content and their objects by p t geach studies in philosophical psychology ed r f holland routledge and kegan paul 1957 pp x 136 price 12s 6d,politics,2
4158,group affect its influence on individual and group outcomes,psychology,1
223,predictable blood pressure variability in a healthy pregnancy assessed by longitudinal monitoring,medicine,0
2193,the features of innovation management at ukrainian and european enterprises,business,5
3136,人材育成 日本企業に必要な戦略的人材育成のベスト プラクティス,economics,3
4469,multidisciplinary research ethics review is it feasible,politics,2
1824,mainstream health economics and dignity the commodity narrative as a debilitating solecism,economics,3
5146,the political education of a bumpkin the rejection of marxism and the emergence of individualism in wertmuller s the seduction of mimi,politics,2
797,the mabic project an effectiveness trial for reducing risk factors for eating disorders,psychology,1
2871,on management orientation of assets operation,business,5
9,empirical investigation of key business factors for digital game performance,economics,3
1944,a new editor,politics,2
1838,poor kids in a rich country america s children in comparative perspective,politics,2
4804,constraints faced by the agriculture assistants in role performance working under single window system of the department of agriculture in maharashtra state,business,5
255,the north korea story confucius communism and the bomb,politics,2
4485,sensitivity of winter tourism to temperature increases over the last decades,economics,3
5046,price policy for agricultural development,economics,3
1581,performing economic evaluation of integrated care highway to hell or stairway to heaven,economics,3
2956,thirty years in tropical australia,geography,4
924,book review the delaware canal a picturesque story by robert j mcclellan,politics,2
4961,measure and analysis on technological progress of cotton from 1998 to 2005,economics,3
2508,effective detection of sub surface archeological features from laser scanning point clouds and imagery data,geography,4
3775,ascat wind superobbing based on feature box,geography,4
4835,the history of soviet society,politics,2
4136,review family and parenting interventions reduce subsequent arrests and length of time in institutions in youths with conduct disorder and delinquency,economics,3
2779,the impact of traditional culture on farmers moral hazard behavior in crop production evidence from china,economics,3
539,analysis of mesh indexing patterns and frequency of predicates,medicine,0
2745,preliminary study on the new thoughts of college ideological and political education based on advantage perspective a case study on college students growth predicament,politics,2
5036,emancipation the politics of west german education,politics,2
5115,success of different techniques to induce regular changes in rr intervals and systolic blood pressure levels,medicine,0
1145,plant geography with special reference to north america rexford daubenmire,geography,4
4468,step count thresholds for walking in older adults with and without copd,medicine,0
667,representing indigenous stories in the cinema between collaboration and appropriation,geography,4
3019,the democratizing impact of governance networks from pluralization via democratic anchorage to interactive political leadership,politics,2
357,commentary on paradigms and key word index for ndpls articles 1997 2006,psychology,1
2831,research on the management system of the ideological and political education at colleges and universities,politics,2
2783,praticas sociais de leitura em uma sala de aula de jovens e adultos contrastes em foco,politics,2
1353,vascular shut down effect on the microcirculation in photodynamic therapy using zinc coproporphyrin,medicine,0
470,estudio de un caso de sindrome frontal,psychology,1
2703,book reviews school accountability report of the ssrc cambridge accountability project j elliott d bridges d ebbutt r gibson j nias and grant mclntyre 5 95,politics,2
3330,steven holtzman digital mosaics the aesthetics of cyberspace new york simon and schuster 1997 206 pp isbn 0 68483 2070,politics,2
3637,including students with deaf blindness in general education classes,psychology,1
1396,the language of psychiatry,psychology,1
3584,gericht op het belangrijkste nieuws de politiek sociale betekenis van radionieuws,politics,2
5024,design and evaluation of a hybrid passive and active gravity neutral orthosis gno,medicine,0
3376,drug of abuse and neurobiology r watson ed crc press boca raton fl 1992 348 p price us 99 95,psychology,1
1256,polyglottism and depression,psychology,1
3512,the impact of urinary antigen on the clinical outcome in pneumococcal pneumonia patients,medicine,0
1250,economic impact of an improved date palms production technology package in the united arab emirates,economics,3
5379,opinions on the innovation of college personnel resources management,business,5
4298,iot based smart water supply management system,business,5
3284,the use of non invasive ventilation during percutaneous endoscopic gastrostomy insertion in patients with impaired respiratory ventilation,medicine,0
2933,on the social vicissitude and cultural adaptation of ancient military martial arts in china,politics,2
4175,caring at a distance gift theory aid chains and social movements,politics,2
4910,ventilator associated pneumonia improving quality of care in a university hospital,medicine,0
1852,an economic analysis on election bribery in village autonomy,politics,2
5240,book review mabel agnes elliott pioneering feminist pacific sociologist,politics,2
5447,developing early career professional auditors at work what are the determinants of success,business,5
2105,landscape for living the tropical residential area landscape design in hainan,geography,4
133,the samaritan s dilemma the political economy of development aid,politics,2
928,conflicts between graduate study in science and family life,psychology,1
823,application of the taxonomic classification of typical soil series in chengdu plain in mapping of soils on large scale taking pengzhou county as an example,geography,4
5086,thinking art in the media age,politics,2
1531,patterns of systemic antibiotic use in a tertiary hospital in israel in the years 1998 2000,medicine,0
1214,random talk on the development of advanced communication,business,5
504,technology information and power a rejoinder,economics,3
4285,secondary vocational school experiencing learning mode exploration of laboratory organization and management,psychology,1
1996,an analysis of improvement and utilization of middle and low yielding fields in main area of shangluo mountain,economics,3
3072,neuro intervention costs,economics,3
1958,hypnosis and creativity,psychology,1
1384,folklore and the internet vernacular expression in a digital world,politics,2
894,the effect of brain derived neurotrophic factor val66met polymorphism upon alcohol dependence tendency in turkish alcohol dependents,psychology,1
4924,de la television en la escuela a la television para la escuela,politics,2
455,mickybo and me and the mighty celt,politics,2
5189,coalitions of political unrest in the philippines,politics,2
3709,misinterpretations of the second fundamental theorem of welfare economics barriers to better economic education,economics,3
5167,analysis of legal dilemma and countermeasures in pollution treatment of rural industrial pollution viewing of urban rural pollution transfer,business,5
4849,health social and economic consequences of chronic obstructive pulmonary disease copd a controlled national study,medicine,0
4748,cultivating commons joint ownership of arable land in early modern japan,economics,3
4268,prefrontal cortex in control broadening the scope to identify mechanisms,psychology,1
3522,goran rollnert liern la jefatura del estado simbolo de integracion politica en la constitucion vigente,politics,2
4134,humane education the ultima thule of global education part two,economics,3
3602,managing the purchasing function 3 organizing to reach objectives,business,5
713,high resolution no cost aerocam data promotes undergraduate remote sensing research in wyoming,geography,4
4186,the control of automatic imitation based on bottom up and top down cues to animacy insights from brain and behavior,psychology,1
2214,cluster analysis in individual functional brain images some new techniques to enhance the sensitivity of activation detection methods,psychology,1
2923,the disorder of the international finance is the source of deflation,economics,3
1810,analysis of the impact factors on urban leisure tourism consumption from the perspective of ecological kunming city,business,5
3486,a review of the construction of ideological and political education website for college students since the sixteenth national people s congress of cpc,politics,2
3141,establish a valid legal person administration structure the key of state enterprise reformation,business,5
1827,un espacio productivo metropolitano el caso del territorio intermedio entre buenos aires y rosario argentina,geography,4
1155,creolization in the americas,politics,2
1324,role of b lymphocytes in a mouse model of chemical induced asthma,medicine,0
4312,review international developing the third world un development aid the world development plandeveloping the third world the experience of the nineteen sixties edited by robinsonronaldcambridge at the university press toronto macmillan 1971 x 285pp 13 50un ,politics,2
510,small size a chief advantage of most nonpublic schools,psychology,1
1680,defence planning and alliances portugal in the early years of the cold war 1945 59,politics,2
499,appendix publishing policies and publishing ethics,politics,2
5078,home economics a dynamic tool for creating a sustainable future a response to the ifhe position statement home economics in the 21st century,business,5
1856,transforming the sexist city non sexist communities of practice,politics,2
1388,diagnosis of cerebral vascular accidents and other intracranial complications arising from trauma,psychology,1
3719,tout contre le capitalisme semantique,politics,2
2386,the differential relationships of shame proneness and guilt proneness to psychological and somatization symptoms,psychology,1
3236,peritraumatic dissociative experiences trauma narratives and trauma pathology,psychology,1
1540,an analysis on china india trade relations from international political economy,politics,2
1217,capturing clinical reports in a large academic medical center feeding a central patient data repository,medicine,0
2681,an empirical analysis on the efficiency measurement of chinese steel producing public companies basing on the multi stage solution method to oriented dea models,business,5
2993,europe looks at the civil war review,politics,2
1191,studies on wheat based composite flour for pasta products,business,5
1542,impact of mass media on adoption of agricultural innovations in kaduna state,business,5
3301,the innate response to rhinovirus in bronchial epithelial cells is controlled by both tlr3 and rna helicase mediated signalling pathways,medicine,0
3324,ventilatory response to hypoxia in pdgfr mice pups,medicine,0
2539,locas chongos y gays sociabilidad homosexual masculina durante la dcada de 1990,politics,2
953,on the costs of temporary policy,economics,3
4846,italian elementary and middle school students blaming the victim of bullying and perception of school moral atmosphere,psychology,1
4330,disorderly dakar the cultural politics of household waste in senegal s capital city,politics,2
732,who receives advice to quit smoking variables associated with physician advice for smoking cessation in the united states,medicine,0
1156,investigating patient attitudes towards the use of social media data to augment depression diagnosis and treatment a qualitative study,medicine,0
5188,de l origine et de la variete des entites morales,politics,2
3294,introduction the legacy of hans kohn,politics,2
2982,policy study on application of multilateral rules of international trade in e commerce in china,economics,3
2156,alain robbe grillet and the cinematographic style,psychology,1
1062,adherence to gender typical behavior and high frequency substance use from adolescence into young adulthood,psychology,1
2616,protocol feasibility workflow using an automated multi country patient cohort system,medicine,0
1167,ppos get turn under the microscope,business,5
3222,building the chicago school,politics,2
3636,counselor behavior and counselee expectations as related to satisfactions with counseling interview,psychology,1
2938,copyright law privacy and illegal file sharing defeating a defendant s claims of privacy invasion,business,5
4491,student services transformed helping students to help themselves,psychology,1
3140,a novel cell line mam hgm r for measuring the bioactivity of gm csf and neutralizing capacity of gm csf autoantibodies in human serum,medicine,0
4980,discussion on the implementation of subsidy policy on agricultural machinery in liaoning,economics,3
143,creation of provincial supreme board in pamplona and the hit against corregidor juan bastus y faya,politics,2
3577,law transformed guantanamo and the other exception,politics,2
4946,protective factors on lung cancer risk among czech women,medicine,0
2782,a conservative voice for black catholics the case of james martin gillis c s p,politics,2
717,a case of nonarteritic ischemic optic neuropathy naion in a male patient taking sildenafil,medicine,0
1819,what do rich countries trade with each other r d and the composition of u s and swedish trade,economics,3
2502,politics transgression and representation at the court of charles ii studies in british art 18 review,politics,2
4360,what caused the tucker automobile corporation to fail,economics,3
4171,persistence of currency crises evidence to asian and subprime crisis,economics,3
395,resection proposals for oncologic liver surgery based on vascular territories,medicine,0
5411,feminist popular education in transnational debates building pedagogies of possibility,politics,2
4492,pharmacokinetic comparison using two tablets of an evogliptin metformin xr 2 5 500 mg fixed dose combination vs 1 tablet each of evogliptin 5 mg and metformin xr 1 000 mg,medicine,0
1365,cambridge theology in the nineteenth century,politics,2
5102,318 effectiveness of once daily extended release quetiapine fumarate quetiapine xr for excitability hostility and aggression in schizophrenia,psychology,1
595,estimation of foreign willingness to pay united states fishery resources japanese demand for alaska pollock,economics,3
3952,communication is power an essay on authority and competence,politics,2
4968,book review achin vanaik ed icssr research surveys and explorations political science,politics,2
2914,an organizational perspective on patenting and open innovation,business,5
2326,development of the malignant pleural effusion model to investigate intratumoral heterogeneity in lung cancer,medicine,0
3766,can quality processes be adapted to legal processes a quality approach to dispute resolution,business,5
3440,politics and intellectual disability in england an historical perspective,politics,2
3851,203 ppmax atkinson our master s voices the language and body language of politics nethuen co new york 1984,politics,2
4132,psychophysiological characteristics of women suffering from stress related fatigue,psychology,1
5136,daily step count as a measure of copd severity,medicine,0
2143,the political economy of english education in muslim bengal 1871 1912,economics,3
5073,study on the relation between firm level entrepreneurship inter organizational learning and industrial cluster upgrade,business,5
1571,on shen congwen and ogokensaburo s aesthetic construction of the quest for yuan hsiang with river and forest as the token,politics,2
4079,abnormal image detection using texton method in wireless capsule endoscopy videos,medicine,0
1122,public economics of hitchhiking species and tourism based risk to ecosystem services,economics,3
2786,the effects of differential and lag reinforcement schedules on varied verbal responding by individuals with autism,psychology,1
2967,the role of discourse markers in an afrikaans stage translation of the merchant of venice,politics,2
2504,home visitors perceptions of teen mothers using qualitative research to explore labeling theory,psychology,1
3465,lean production in agricultural company utopia or guide for action,business,5
675,tužba osveta nagodba modeli reagiranja na zlocin u srednjovjekovnom dubrovniku,politics,2
2808,discouraging hearts and minds democracies and insurgencies,politics,2
3348,secure borders and safe haven and the gendered politics of belonging beyond social cohesion,politics,2
728,sources of and solutions for southern agricultural risk the view from the coast,economics,3
412,disease burden of 2013 2014 seasonal influenza in adults in korea,economics,3
3146,factors affecting the academic performance of the undergraduate students with special reference to the university students in sri lanka,business,5
1516,det utilstraekkelige subjekt en foucauldiansk analyse af selvhjaelpslitteraer selvstyring,politics,2
825,the validity of iq scores derived from readiness screening tests,psychology,1
3267,attention related oscillatory activity within sensory systems,psychology,1
3974,satellite based automated burned area detection a performance assessment of the modis mcd45a1 in the brazilian savanna,geography,4
616,no 41198 belgium lithuania luxembourg and netherlands,geography,4
114,detecting osahs from patterns seen on heart rate tachograms,medicine,0
417,entrepreneurship education the way forward for vocational education,economics,3
3069,economics of pork retailing operations in some major towns in edo and delta states implications for increasing livestock production in nigeria,economics,3
1625,do institutions mitigate the risk of natural resource conflicts,economics,3
5539,land law in lesotho the politics of the 1979 land act anita shanta franklin avebury aldershot 1995 ix 206 pp,politics,2
4185,the asean dollar standard in the post crisis era a reconsideration,economics,3
2896,muscovite and mandarin,economics,3
5230,an example of lake erosion induced by dredging,geography,4
2082,book review jesus in latin americajesus in latin america by sobrinojon maryknoll n y orbis books 1987 pp xvi 189 paperback 11 95,politics,2
753,on the causes and countermeasures to benefit loss of cadres education in the new circumstances,politics,2
2546,do sovereign rating announcements have an impact on regional stock market co movements the case of central and eastern europe,economics,3
3969,some thoughts on the connotation and characteristics of the democracy in teaching of ideology and politics,politics,2
3373,a tale of two mayors courts and politics in iran and turkey,politics,2
4107,wto and banks development of china,business,5
2444,the new census bureau projections,geography,4
4380,an uncommon complication following apical bullectomy by video assisted thoracic surgery,medicine,0
1066,learning radical planning the power of collective action,politics,2
3913,coordination triangulation and language use,politics,2
3498,odd visitor from the oort cloud,geography,4
2738,correlation between tcm subjective symptoms and biomedical parameters in 500 hypertension patients with biostatistics approach,medicine,0
5052,palaeobotany in the shade of the oldest forest,geography,4
4000,the impact of shadow prices and farmers impatience on the allocation of a multipurpose renewable resource in ethiopia,economics,3
1568,correlation of two quality of life instruments assessing effects of valves in the treatment of severe emphysema,medicine,0
2427,reflexoes sobre a traducao de si ugo foscolo e jacopo ortis entre a vida e a poiesis,politics,2
3746,the iraqi ba th party preparatory school and the cultural courses of the branches,politics,2
5192,logics of identity contradiction and attraction in change,business,5
1687,towards a trial ready mobile patient questionnaire system,medicine,0
851,numerical solutions of laplace s equations and the ion current problem by the use of flux tubes and equipotentials fte,medicine,0
3546,effect of chronic lithium on sensitivity to light in male and female bipolar patients,psychology,1
895,selective attention and perceptual suppression independently modulate contrast change detection,psychology,1
4592,the sunset emotion of late tang poets,politics,2
335,erratum to ghg reduction potential of changes in consumption patterns and higher quality levels evidence from swiss household consumption survey energy policy 37 2009 pp 5650 5661,economics,3
2839,the american liberal colonial tradition,politics,2
3087,optimizing quality and efficiency of healthcare delivery in hematopoietic cell transplantation,economics,3
4611,need content be sacrificed,geography,4
1348,what does japanese trade structure tell us about japanese trade policy,economics,3
1015,the dynamics of political support for american presidents among occupational and partisan groups,politics,2
2816,factors influencing the empowerment of volunteers,business,5
1631,save the tiger strategies for maintaining literature enrollments,psychology,1
2489,psychostimulant addiction treatment,psychology,1
3730,crop sales shortages and peasant portfolio behaviour an analysis of angola,economics,3
3251,factors driving changes to remuneration policies in south africa,business,5
5186,the effects of pulmonary rehabilitation on extreme obesity in copd,medicine,0
2070,hobbes s reply to republicanism,politics,2
4452,freedom and civilization by bronislaw malinowski new york roy publishers 1944 pp xiv 338 3 50,politics,2
5501,diferenciacionen la prestacionde serviciosde medicina prepagaday plan obligatoriode salud pos,geography,4
1635,honesty when lighting votive candles in church another look,psychology,1
4646,ca 15 3 is a predictive and prognostic biomarker in patients with metastasized breast cancer undergoing selective internal radiation therapy,medicine,0
2479,die amerikanische revolution in der polnischen publizistik wahrend des grosen oder vierjahrigen sejm sejm wielki oder czteroletni 1788 1792,politics,2
2265,distance by vertical angle,geography,4
2959,noir like me,geography,4
5297,family ethnicity strength in diversity,politics,2
3059,jeremiah jerry noah morris cbe 1910 2009,politics,2
5053,current issues facing transportation policy makers,business,5
2141,challenges and opportunities for the korean ginseng industry a plot survey of market expansion among ginseng companies,business,5
5104,whole exome sequencing in searching for new variants associated with the development of parkinson s disease,psychology,1
3118,a future for carbon taxes,economics,3
5290,are preferential trading arrangements trade liberalizing or protectionist,economics,3
4045,the gospel and social practice according to 1 corinthians,politics,2
3356,russia s import ban on ukrainian foods magnitude and implications,business,5
2744,annual survey of progress in religious and moral education 1,politics,2
5092,directions for supply chain strategic coordination discussion and proposals,business,5
3506,regional autonomy and fiscal decentralization in democratic indonesia,politics,2
1679,economic systems of foraging agricultural and industrial societies pryor frederic l,economics,3
4249,companions reverse stressor induced decreases in neurogenesis and cocaine conditioning possibly by restoring bdnf and ngf levels in dentate gyrus,psychology,1
3147,pa sues former aherf execs,business,5
2294,a history of the chemical industry in widnes,economics,3
580,treating alcohol problems a study of programme effectiveness and cost effectiveness according to length and delivery of treatment,medicine,0
1470,ct guided thoracic core biopsies value of a negative result,medicine,0
4799,erratum to the uncertainty about the social cost of carbon a decomposition analysis using fund,economics,3
4070,gis based stratification of malaria risk zones for zimbabwe,geography,4
3343,quality study uses patients perceptions,business,5
4992,study on green space changes of beijing city,geography,4
4583,the role of occupational lead exposure in the genesis of psychiatric and behavioral disturbances,psychology,1
3672,impact of emerging markets on marketing rethinking existing perspectives and practices,business,5
559,the emergence of dengue fever in the united states and its public health implications,geography,4
2849,study of landscape features of plague natural foci in inner mongolia border region,geography,4
512,international trade and capital movements a re examination,economics,3
4729,the marketing approach to a regional market oil cakes in brittany,geography,4
1081,a control study of glycometabolism abnormality between the healthy offspring of schizophrenic patients and comparison,psychology,1
1664,light scattering study on semen analysis methods techniques,medicine,0
1012,un modelo de aplicacion multimedia de turismo cultural para smartphone,geography,4
1931,measurement of cholinergic responsiveness in a murine model of allergic airway disease a comparison of the noninvasive unrestrained whole body plethysmograph and invasive plethysmography,medicine,0
1150,improvement of guangzhou honda parts procurement logistics,business,5
2838,a process of becoming the stages of new nursing graduate professional role transition,psychology,1
116,3 fight back education s radical future,politics,2
740,education among native and minority groups in alaska puerto rico virgin islands and hawaii,politics,2
5378,novel measurements of acinar ventilation after lung transplant,medicine,0
5177,the russian currency reform,economics,3
3675,binocular coordination of the eyes during reading word frequency and case alternation affect fixation duration but not fixation disparity,psychology,1
830,les damnes de la terre,economics,3
119,the german center party 1870 1933 a study in political catholicism by ellen lovell evans carbondale southern illinois university press 1981 xi 433 pp 35 00,politics,2
4752,investment incentives and the multilateral agreement on investment,economics,3
5349,prevalence of color vision deficiency among students in hajand and amad high schools in shekhan city,psychology,1
5305,in vitro callus induction in saffron leaves,business,5
635,volumetric breast density and breast cancer risk factors in a screening population,medicine,0
4465,challenges speculations risks differentiating from israel,politics,2
4364,denmark a light in the darkness of the holocaust a reply to gunnar s paulsson,politics,2
4142,let s not shortchange the next generation of teachers,psychology,1
991,about the importance of agriculture information,economics,3
876,repeatability of leukotriene b4 ltb4 in pbs sputum supernatant of asthma non smokers,medicine,0
4869,from corporatism to open networks structural changes in german sport policy making,politics,2
4,democracy s global quest a noble crusade wrapped in dirty reality,politics,2
3051,city limits how localizing is the key to our urban future,economics,3
3124,subcutaneous law embodying the migration amendment act 1992,politics,2
2660,patient condition modeling in remote patient management hospitalization prediction,medicine,0
2491,principles of selection of news pictures,politics,2
5173,management of water resources in south africa a review,business,5
3854,medical equipment quality assurance for healthcare facilities,medicine,0
4933,marshallian forces and governance externalities location effects on contractual safeguards in r d alliances,business,5
4777,kinship and family organization,psychology,1
1715,organization of a unit in mathematical geography,geography,4
1148,present situation and strategy of scientific research funds in local comprehensive universities,business,5
3261,scales for scope a new solution to the scope problem for pro attitude based well being,politics,2
574,tetrahydroisoquinolines in the brain the basis of an animal model of alcoholism,psychology,1
3769,the 800 pound gorilla the threat and taming of global climate change,economics,3
3736,qualite de l information financiere et comportement d investissement cas des entreprises tunisiennes cotees,geography,4
4146,programs of anthropological interest,politics,2
853,moral education through physical education,psychology,1
1982,are autocpap devices reliable a double blind dummy controlled phase 1 study,medicine,0
2774,donald pease ed revisionary interventions into the americanist canon london duke university press 1994 37 95 15 95 paper pp 342 isbn 0 8223 1478 9 0 8223 1493 2 donald pease ed national identities and post americanist narratives london duke university pres,politics,2
4929,the distributional effect of the rice policy in japan 1986 2010,economics,3
5211,why do estimates of the emu effect on trade vary so much,economics,3
1166,structured electronic documentation sed cardiac surgery and powernote a pilot project,medicine,0
971,positive study on the choice of regional logistics centers in anhui province,business,5
2701,psychophysiological correlates of suicidal behavior in depression a preliminary study,psychology,1
4495,baxter reports 9 rise in 95 profits,business,5
3847,newer and better ways,business,5
2368,agricultural scientific archives in green economy,economics,3
4115,remote sensing in meteorology oceanography and hydrology a p cracknell editor ellis horwood ltd chichester and distributed by john wiley sons ltd chichester 1981 542 pp stg 35 00 hardcover,geography,4
4780,regulation of skeletal muscle regeneration by angiopoietin 1 ang 1,medicine,0
4131,re pear vs arborcad,geography,4
2950,geographic information system gis application for camels the case of al ain united arab emirates uae,geography,4
524,factors influencing students preference of management institutes a kano model analysis,business,5
2455,the effect of safflower extract on an animal model of bleomycin induced pulmonary fibrosis in rats,medicine,0
5016,resilience reacting to a failing career plan,business,5
1841,characterization by golgi impregnation of neurons that accumulate 3h gaba in the visual cortex of monkey,psychology,1
537,this war for men s minds the birth of a human science in cold war america,politics,2
2806,book review giving to help helping to give the context and politics of african philanthropy by t a aina and b moyo eds and the handbook of civil society in africa by e obadare ed,politics,2
4341,gender and cultural representations in the sesotho novel,politics,2
3175,emerging issues in higher education approach strategy and action plan in the 11th plan,business,5
784,religious minorities and the secular state reflections on an indian impasse,politics,2
4057,the coming of summer in coastal southern california,geography,4
1409,tales of the blf rolling the right,politics,2
2537,the role of a lawyer s morals and religion when counseling clients in bioethics,politics,2
154,genetically determined african ancestry is associated with acute kidney injury in critically ill trauma patients,medicine,0
3009,saving paradise could detroit be the new jerusalem,politics,2
1686,introduction conversations on transpacific history,politics,2
2901,survival of the sickest organ allocation should be based on patients medical need not location,business,5
5538,大公报 与中国近代高等教育 ta kung pao and modern higher education in china 洪芳 hong fang,politics,2
4721,the cult of peter rabbit a barthesian analysis,politics,2
3863,the diversification of health politics of large scale cooperation in nutrition science,politics,2
