text,label_str,label
exploring firm characteristics that differentiate leaders from followers in industry merger waves a competitive dynamics perspective,business,5
the role of selective information processing in price quality inference,business,5
application of expert system in chinese massage robot,medicine,0
adventures in understanding the jungle of copyright laws,sociology,6
the post contract duty of good faith in insurance contracts is there a problem that needs a solution,business,5
virgins and veterans culturally sensitive supervision in the lgbt community,psychology,1
development and psychometric evaluation of the primary appraisal of smoking cessation inventory,psychology,1
a review of empirical research involving the transracial adoption of african american children,psychology,1
analysis of opposing characteristics in the war metaphor,politics,2
lot s daughters sex redemption and women s quest for authority review,sociology,6
measures of spatio temporal accuracy for time series land cover data,geography,4
phosphodiesterase 4 inhibitors suppress chemokine release from human airway epithelial cells by a novel 15 lipoxygenase 2 and pparg dependent mechanism,medicine,0
the english translating strategies of political essays a case study of report on the work of the government in 2010,politics,2
poison polygamy and postcolonial politics the first chinese australian novel,politics,2
a study of the development of serial tourist products in the middle tourist area of liaoning,business,5
mickybo and me and the mighty celt,politics,2
finance and growth in africa the broken link,economics,3
gate to freedom,sociology,6
managerial mode of horizontal integration in chinese enterprises a theory model,business,5
taux de change des pays exportateurs de matieres premieres l importance des termes de l echange et de la monnaie d ancrage,economics,3
short term effects of compulsory multidisciplinary secondary school arts education on cultural participation in the netherlands,sociology,6
don t frack with our karoo water landscape and congregational song in kroonvale south africa,sociology,6
student critical thinking profile through model of group investigation learning gi on motion system concept,psychology,1
japanese wage structure and its significance for international comparisons,economics,3
the restrictions in the development of wenzhou privately run enterprises and their countermeasures,business,5
2422 the role of gamma delta t cells in induction and suppression of experimental autoimmune uveitis,psychology,1
consumer preferences and demand for livestock products in urban bangladesh,economics,3
judicial judgment and legislation follow up to the commercial prepaid card consumption disputes,business,5
bid invitation on electromechanical equipment for letan hydropower station,business,5
a family affair the labour market experiences of immigrant spouses,sociology,6
